"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"99646","DESGASTE DA SUPERFICIE DE APOIO DE PROTESE ARTICULAR",,"ICD9","DESGASTE DA SUPERFICIE DE APOIO DE PROTESE ARTICULAR","9964",""
"99649","COMPLICACAO MECANICA NCOP DE DISPOSITIVO ORTOP INTERNO, IMPLANTE E ENXERTO NCOP",,"ICD9","COMPLICACAO MECANICA NCOP DE DISPOSITIVO ORTOP INTERNO, IMPLANTE E ENXERTO NCOP","9964",""
"852","HEMORRAGIA SUBARACNOIDEIA, SUBDURAL OU EXTRADURAL, POS-TRAUMATICA",,"ICD9","HEMORRAGIA SUBARACNOIDEIA, SUBDURAL OU EXTRADURAL, POS-TRAUMATICA","80",""
"7555","MALFORMACAO CONGENITA DE MEMBRO SUPERIOR INCLUINDO CINTURA ESCAPULAR NCOP",,"ICD9","MALFORMACAO CONGENITA DE MEMBRO SUPERIOR INCLUINDO CINTURA ESCAPULAR NCOP","755",""
"75739","ANOMALIA CONGENITA DA PELE NCOP",,"ICD9","ANOMALIA CONGENITA DA PELE NCOP","7573",""
"7576","ANOMALIAS ESPECIFICADAS DA MAMA",,"ICD9","ANOMALIAS ESPECIFICADAS DA MAMA","757",""
"7592","MALFORMACOES CONGENITAS DE GLANDULAS ENDOCRINAS NCOP",,"ICD9","MALFORMACOES CONGENITAS DE GLANDULAS ENDOCRINAS NCOP","759",""
"9199","LESAO SUPERFICIAL NCOP OU SOE INFECTADA, DE LOCALIZACOES MULTIPLAS,NCOP OU SOE",,"ICD9","LESAO SUPERFICIAL NCOP OU SOE INFECTADA, DE LOCALIZACOES MULTIPLAS,NCOP OU SOE","919",""
"44020","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, NAO ESPECIFICADA",,"ICD9","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, NAO ESPECIFICADA","4402",""
"44022","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, COM DOR EM REPOUSO",,"ICD9","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, COM DOR EM REPOUSO","4402",""
"44024","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, COM GANGRENA",,"ICD9","ATEROSCLEROSE DE ARTERIAS NATIVAS DAS EXTREMIDADES, COM GANGRENA","4402",""
"4417","ANEURISMA DA AORTA, TORACO-ABDOMINAL, SEM MENCAO DE ROTURA",,"ICD9","ANEURISMA DA AORTA, TORACO-ABDOMINAL, SEM MENCAO DE ROTURA","441",""
"47402","AMIGDALITE E ADENOIDITE CRONICAS",,"ICD9","AMIGDALITE E ADENOIDITE CRONICAS","4740",""
"27403","ARTROPATIA GOTOSA CRONICA COM TOFO(S)",,"ICD9","ARTROPATIA GOTOSA CRONICA COM TOFO(S)","2740",""
"27949","DOENCA AUTOIMUNE, NAO CLASSIFICADA EM OUTRA PARTE",,"ICD9","DOENCA AUTOIMUNE, NAO CLASSIFICADA EM OUTRA PARTE","2794",""
"35979","MIOPATIAS INFLAMATORIAS E IMUNES, NAO CLASSIFICADAS EM OUTRA PARTE",,"ICD9","MIOPATIAS INFLAMATORIAS E IMUNES, NAO CLASSIFICADAS EM OUTRA PARTE","3597",""
"52872","MUCOSA RESIDUAL DO REBORDO ALVEOLAR COM QUERATINIZACAO EXCESSIVA",,"ICD9","MUCOSA RESIDUAL DO REBORDO ALVEOLAR COM QUERATINIZACAO EXCESSIVA","5287",""
"60001","HIPERTROFIA BENIGNA DA PROSTATA, COM OBSTRUC?O URINARIA",,"ICD9","HIPERTROFIA BENIGNA DA PROSTATA, COM OBSTRUC?O URINARIA","6000",""
"60011","PROSTATA NODULAR, COM OBSTRUC?O URINARIA",,"ICD9","PROSTATA NODULAR, COM OBSTRUC?O URINARIA","6001",""
"60020","HIPERTROFIA BENIGNA DA PROSTATA, LOCALIZADA, SEM OBSTRUC?O URINARIA",,"ICD9","HIPERTROFIA BENIGNA DA PROSTATA, LOCALIZADA, SEM OBSTRUC?O URINARIA","6002",""
"60090","HIPERTROFIA BENIGNA DA PROSTATA, N?O ESPECIFICADA, SEM OBSTRUC?O URINARIA",,"ICD9","HIPERTROFIA BENIGNA DA PROSTATA, N?O ESPECIFICADA, SEM OBSTRUC?O URINARIA","6009",""
"51900","COMPLICACAO DE TRAQUEOSTOMIA, NAO ESPECIFICADA",,"ICD9","COMPLICACAO DE TRAQUEOSTOMIA, NAO ESPECIFICADA","5190",""
"51909","COMPLICACAO DE TRAQUEOSTOMIA NCOP",,"ICD9","COMPLICACAO DE TRAQUEOSTOMIA NCOP","5190",""
"52400","ANOMALIA NAO ESPECIFICADA DO TAMANHO DA MANDIBULA",,"ICD9","ANOMALIA NAO ESPECIFICADA DO TAMANHO DA MANDIBULA","5240",""
"52404","HIPOPLASIA MANDIBULAR",,"ICD9","HIPOPLASIA MANDIBULAR","5240",""
"52406","MICROGENIA (MANDIBULAR)",,"ICD9","MICROGENIA (MANDIBULAR)","5240",""
"52411","ASSIMETRIA MAXILAR",,"ICD9","ASSIMETRIA MAXILAR","5241",""
"52412","ASSIMETRIA DA MANDIBULA, NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","ASSIMETRIA DA MANDIBULA, NAO CLASSIFICAVEL EM OUTRA PARTE","5241",""
"52462","ARTRALGIA DA ARTICULACAO TEMPOROMANDIBULAR",,"ICD9","ARTRALGIA DA ARTICULACAO TEMPOROMANDIBULAR","5246",""
"61800","PROLAPSO NAO ESPECIFICADO DAS PAREDES VAGINAIS",,"ICD9","PROLAPSO NAO ESPECIFICADO DAS PAREDES VAGINAIS","6180",""
"61809","PROLAPSO DAS PAREDES VAGINAIS SEM MENCAO DE PROLAPSO UTERINO, NCOP",,"ICD9","PROLAPSO DAS PAREDES VAGINAIS SEM MENCAO DE PROLAPSO UTERINO, NCOP","6180",""
"61889","PROLAPSO GENITAL ESPECIFICADO, NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","PROLAPSO GENITAL ESPECIFICADO, NAO CLASSIFICAVEL EM OUTRA PARTE","6188",""
"62132","HIPERPLASIA ENDOMETRIAL COMPLEXA SEM ATIPIA",,"ICD9","HIPERPLASIA ENDOMETRIAL COMPLEXA SEM ATIPIA","6213",""
"62210","DISPLASIA NAO ESPECIFICADA DO COLO UTERINO",,"ICD9","DISPLASIA NAO ESPECIFICADA DO COLO UTERINO","6221",""
"62212","DISPLASIA MODERADA DO COLO UTERINO",,"ICD9","DISPLASIA MODERADA DO COLO UTERINO","6221",""
"63380","OUTRA GRAVIDEZ ECTOPICA, SEM GRAVIDEZ INTRA-UTERINA",,"ICD9","OUTRA GRAVIDEZ ECTOPICA, SEM GRAVIDEZ INTRA-UTERINA","6338",""
"70704","ULCERA DE DECUBITO, ANCA",,"ICD9","ULCERA DE DECUBITO, ANCA","7070",""
"70711","ULCERA DA COXA",,"ICD9","ULCERA DA COXA","7071",""
"70712","ULCERA DA PARTE POSTERIOR DA PERNA (BARRIGA?)",,"ICD9","ULCERA DA PARTE POSTERIOR DA PERNA (BARRIGA?)","7071",""
"70719","ULCERA DE OUTRA PARTE DO MEMBRO INFERIOR",,"ICD9","ULCERA DE OUTRA PARTE DO MEMBRO INFERIOR","7071",""
"75281","TRANSPOSIC?O ESCROTAL",,"ICD9","TRANSPOSIC?O ESCROTAL","7528",""
"6002","HIPERPLASIA BENIGNA LOCALIZADA DA PROSTATA",,"ICD9","HIPERPLASIA BENIGNA LOCALIZADA DA PROSTATA","600",""
"6009","HIPERPLASIA DA PROSTATA, NAO ESPECIFICADA",,"ICD9","HIPERPLASIA DA PROSTATA, NAO ESPECIFICADA","600",""
"73090","INFECCAO OSSEA SOE DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","INFECCAO OSSEA SOE DE LOCALIZACAO NAO ESPECIFICADA","7309",""
"73094","INFECCAO OSSEA SOE NA MAO",,"ICD9","INFECCAO OSSEA SOE NA MAO","7309",""
"731","OSTEITES DEFORMANTES, OSTEOPATIAS ASSOCIADAS A TRANSTORNOS COP",,"ICD9","OSTEITES DEFORMANTES, OSTEOPATIAS ASSOCIADAS A TRANSTORNOS COP","71",""
"734","PE PLANO",,"ICD9","PE PLANO","71",""
"735","DEFORMIDADES ADQUIRIDAS DOS ARTELHOS",,"ICD9","DEFORMIDADES ADQUIRIDAS DOS ARTELHOS","71",""
"73689","DEFORMIDADE ADQUIRIDA DE PARTE DOS MEMBROS NCOP",,"ICD9","DEFORMIDADE ADQUIRIDA DE PARTE DOS MEMBROS NCOP","7368",""
"73710","CIFOSE (ADQUIRIDA) (POSTURAL)",,"ICD9","CIFOSE (ADQUIRIDA) (POSTURAL)","7371",""
"73719","CIFOSE NCOP",,"ICD9","CIFOSE NCOP","7371",""
"73340","NECROSE ASSEPTICA DO OSSO SOE",,"ICD9","NECROSE ASSEPTICA DO OSSO SOE","7334",""
"73342","NECROSE ASSEPTICA DA CABECA E COLO DO FEMUR",,"ICD9","NECROSE ASSEPTICA DA CABECA E COLO DO FEMUR","7334",""
"73382","NAO UNIAO DE FRACTURA",,"ICD9","NAO UNIAO DE FRACTURA","7338",""
"73391","PARAGEM DO DESENVOLVIMENTO OU CRESCIMENTO OSSEO",,"ICD9","PARAGEM DO DESENVOLVIMENTO OU CRESCIMENTO OSSEO","7339",""
"73609","DEFORMIDADE ADQUIRIDA DO ANTEBRACO EXCLUINDO DEDOS, NCOP",,"ICD9","DEFORMIDADE ADQUIRIDA DO ANTEBRACO EXCLUINDO DEDOS, NCOP","7360",""
"73620","DEFORMIDADE ADQUIRIDA DOS DEDOS DA MAO, NAO ESPECIFICACADA",,"ICD9","DEFORMIDADE ADQUIRIDA DOS DEDOS DA MAO, NAO ESPECIFICACADA","7362",""
"73631","COXA VALGA (ADQUIRIDA)",,"ICD9","COXA VALGA (ADQUIRIDA)","7363",""
"73639","DEFORMIDADES ADQUIRIDAS DA ANCA NCOP",,"ICD9","DEFORMIDADES ADQUIRIDAS DA ANCA NCOP","7363",""
"73641","GENU VALGO (ADQUIRIDO)",,"ICD9","GENU VALGO (ADQUIRIDO)","7364",""
"7366","DEFORMIDADES ADQUIRIDAS DO JOELHO NCOP",,"ICD9","DEFORMIDADES ADQUIRIDAS DO JOELHO NCOP","736",""
"73670","DEFORMIDADE ADQUIRIDA DO TORNOZELO E PE SOE",,"ICD9","DEFORMIDADE ADQUIRIDA DO TORNOZELO E PE SOE","7367",""
"73672","DEFORMIDADE EQUINO DOS PES (ADQUIRIDA)",,"ICD9","DEFORMIDADE EQUINO DOS PES (ADQUIRIDA)","7367",""
"73675","DEFORMIDADE CAVOVARO DO PE ADQUIRIDA",,"ICD9","DEFORMIDADE CAVOVARO DO PE ADQUIRIDA","7367",""
"7388","DEFORMIDADE ADQUIRIDA DE LOCAL ESPECIFICADO NCOP",,"ICD9","DEFORMIDADE ADQUIRIDA DE LOCAL ESPECIFICADO NCOP","738",""
"7428","MALFORMACOES CONGENITAS ESPECIFICADAS DO SISTEMA NERVOSO NCOP",,"ICD9","MALFORMACOES CONGENITAS ESPECIFICADAS DO SISTEMA NERVOSO NCOP","742",""
"7373","CIFOSCOLIOSE E ESCOLIOSE",,"ICD9","CIFOSCOLIOSE E ESCOLIOSE","737",""
"73739","ESCOLIOSE E CIFOSCOLIOSE NCOP",,"ICD9","ESCOLIOSE E CIFOSCOLIOSE NCOP","7373",""
"8770","FERIMENTO DA REGIAO NADEGUEIRA, SEM MENCAO DE COMPLICACAO",,"ICD9","FERIMENTO DA REGIAO NADEGUEIRA, SEM MENCAO DE COMPLICACAO","877",""
"8820","FERIMENTO DA MAO, EXCEPTO SO DEDO(S), SEM MENCAO DE COMPLICACOES",,"ICD9","FERIMENTO DA MAO, EXCEPTO SO DEDO(S), SEM MENCAO DE COMPLICACOES","882",""
"8822","FERIMENTO DA MAO, EXCEPTO SO DEDO(S), ATINGINDO TENDAO",,"ICD9","FERIMENTO DA MAO, EXCEPTO SO DEDO(S), ATINGINDO TENDAO","882",""
"62135","NEOPLASIA INTRA-EPITELIAL DO ENDOMETRIO [EIN]",,"ICD9","NEOPLASIA INTRA-EPITELIAL DO ENDOMETRIO [EIN]","6213",""
"73743","ESCOLIOSE ASSOCIADA A OUTRAS AFECCOES",,"ICD9","ESCOLIOSE ASSOCIADA A OUTRAS AFECCOES","7374",""
"7380","DEFORMIDADE ADQUIRIDA DO NARIZ",,"ICD9","DEFORMIDADE ADQUIRIDA DO NARIZ","738",""
"7382","DEFORMIDADE ADQUIRIDA DO PESCOCO",,"ICD9","DEFORMIDADE ADQUIRIDA DO PESCOCO","738",""
"7385","DEFORMIDADES ADQUIRIDAS DO DORSO OU COLUNA VERTEBRAL NCOP",,"ICD9","DEFORMIDADES ADQUIRIDAS DO DORSO OU COLUNA VERTEBRAL NCOP","738",""
"07811","CONDILOMA ACUMINATO",,"ICD9","CONDILOMA ACUMINATO","0781",""
"07819","VERRUGAS ESPECIFICADAS POR VIRUS NCOP",,"ICD9","VERRUGAS ESPECIFICADAS POR VIRUS NCOP","0781",""
"0794","INFECCAO POR VIRUS PAPILOMA HUMANO",,"ICD9","INFECCAO POR VIRUS PAPILOMA HUMANO","079",""
"1760","SARCOMA DE KAPOSI DA PELE",,"ICD9","SARCOMA DE KAPOSI DA PELE","176",""
"78058","TRANSTORNO DO MOVIMENTO RELACIONADO COM O SONO, NAO ESPECIFICADO",,"ICD9","TRANSTORNO DO MOVIMENTO RELACIONADO COM O SONO, NAO ESPECIFICADO","7805",""
"99831","DEISCENCIA DE FERIDA OPERATORIA INTERNA",,"ICD9","DEISCENCIA DE FERIDA OPERATORIA INTERNA","9983",""
"72403","ESTENOSE DA COLUNA VERTEBRAL, REGIAO LOMBAR, COM CLAUDICACAO NEUROGENICA",,"ICD9","ESTENOSE DA COLUNA VERTEBRAL, REGIAO LOMBAR, COM CLAUDICACAO NEUROGENICA","7240",""
"75239","MALFORMACAO CONGENITA DO UTERO NAO CLASSIFICADA EM OUTRA PARTE",,"ICD9","MALFORMACAO CONGENITA DO UTERO NAO CLASSIFICADA EM OUTRA PARTE","7523",""
"78762","PERDA PARCIAL DE FEZES FLUIDAS (FECAL SMEARING)",,"ICD9","PERDA PARCIAL DE FEZES FLUIDAS (FECAL SMEARING)","7876",""
"72204","FIBROMATOSE NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","FIBROMATOSE NAO CLASSIFICAVEL EM OUTRA PARTE","7220",""
"5568","COLITE ULCERATIVA NCOP",,"ICD9","COLITE ULCERATIVA NCOP","556",""
"56961","INFECCAO DE COLOSTOMIA OU ENTEROSTOMIA",,"ICD9","INFECCAO DE COLOSTOMIA OU ENTEROSTOMIA","5696",""
"56962","COMPLICACAO MECANICA DE COLOSTOMIA OU ENTEROSTOMIA",,"ICD9","COMPLICACAO MECANICA DE COLOSTOMIA OU ENTEROSTOMIA","5696",""
"57461","LITIASE DA VESICULA E VIAS BILIARES, COM COLECISTITE AGUDA, COM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA E VIAS BILIARES, COM COLECISTITE AGUDA, COM OBSTRUCAO","5746",""
"57490","LITIASE DA VESICULA E VIAS BILIARES, SEM COLECISTITE, SEM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA E VIAS BILIARES, SEM COLECISTITE, SEM OBSTRUCAO","5749",""
"59370","REFLUXO VESICO-URETERAL NAO ESPECIFICADO OU SEM NEFROPATIA DE REFLUXO",,"ICD9","REFLUXO VESICO-URETERAL NAO ESPECIFICADO OU SEM NEFROPATIA DE REFLUXO","5937",""
"59654","BEXIGA NEUROGENICA, NAO ESPECIFICADA DE OUTRO MODO",,"ICD9","BEXIGA NEUROGENICA, NAO ESPECIFICADA DE OUTRO MODO","5965",""
"59659","TRANSTORNO FUNCIONAL DA BEXIGA, NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","TRANSTORNO FUNCIONAL DA BEXIGA, NAO CLASSIFICAVEL EM OUTRA PARTE","5965",""
"7424","MALFORMACOES CONGENITAS ESPECIFICADAS DO ENCEFALO NCOP",,"ICD9","MALFORMACOES CONGENITAS ESPECIFICADAS DO ENCEFALO NCOP","742",""
"7443","MALFORMACAO CONGENITA DO OUVIDO SOE",,"ICD9","MALFORMACAO CONGENITA DO OUVIDO SOE","744",""
"74446","SEIO OU FISTULA PRE-AURICULAR",,"ICD9","SEIO OU FISTULA PRE-AURICULAR","7444",""
"74449","FISTULA OU CISTO BRANQUIAL FENDIDO; SINUS PRE-AURICULAR; NCOP",,"ICD9","FISTULA OU CISTO BRANQUIAL FENDIDO; SINUS PRE-AURICULAR; NCOP","7444",""
"74331","CATARATA CAPSULAR E SUBCAPSULAR",,"ICD9","CATARATA CAPSULAR E SUBCAPSULAR","7433",""
"74333","CATARATA NUCLEAR",,"ICD9","CATARATA NUCLEAR","7433",""
"74334","CATARATA TOTAL E SUBTOTAL CONGENITA",,"ICD9","CATARATA TOTAL E SUBTOTAL CONGENITA","7433",""
"74342","OPACIDADES DA CORNEA CONGENITAS INTERFERINDO COM A VISAO",,"ICD9","OPACIDADES DA CORNEA CONGENITAS INTERFERINDO COM A VISAO","7434",""
"74423","MICROTIA (ANOMALIA CONGENITA DA ORELHA)",,"ICD9","MICROTIA (ANOMALIA CONGENITA DA ORELHA)","7442",""
"8020","FRACTURA FECHADA DOS OSSOS NASAIS",,"ICD9","FRACTURA FECHADA DOS OSSOS NASAIS","802",""
"7449","MALFORMACAO CONGENITA DA FACE E PESCOCO SOE",,"ICD9","MALFORMACAO CONGENITA DA FACE E PESCOCO SOE","744",""
"74925","FISSURA PALATINA C/LABIO LEPORINO NCOP",,"ICD9","FISSURA PALATINA C/LABIO LEPORINO NCOP","7492",""
"750","ANOMALIAS CONGENITAS DA PARTE SUPERIOR DO TUBO DIGESTIVO, NCOP",,"ICD9","ANOMALIAS CONGENITAS DA PARTE SUPERIOR DO TUBO DIGESTIVO, NCOP","74",""
"90223","LESAO TRAUMATICA DA ARTERIA ESPLENICA",,"ICD9","LESAO TRAUMATICA DA ARTERIA ESPLENICA","9022",""
"33989","SINDROMAS CEFALEICOS ESPECIFICADOS NCOP",,"ICD9","SINDROMAS CEFALEICOS ESPECIFICADOS NCOP","3398",""
"34500","EPILEPSIA NAO CONVULSIVA GENERALIZADA, S/MENCAO EPILEPSIA INTRATAVEL",,"ICD9","EPILEPSIA NAO CONVULSIVA GENERALIZADA, S/MENCAO EPILEPSIA INTRATAVEL","3450",""
"34540","EPILEPSIA PARCIAL, C/COMPR. CONSCIENCIA, S/MENCAO EPILEPSIA INTRATAV.",,"ICD9","EPILEPSIA PARCIAL, C/COMPR. CONSCIENCIA, S/MENCAO EPILEPSIA INTRATAV.","3454",""
"7757","ACIDOSE METABOLICA TARDIA DO RECEM-NASCIDO",,"ICD9","ACIDOSE METABOLICA TARDIA DO RECEM-NASCIDO","775",""
"7810","MOVIMENTOS INVOLUNTARIOS ANORMAIS",,"ICD9","MOVIMENTOS INVOLUNTARIOS ANORMAIS","781",""
"7824","ICTERICIA NAO ESPECIFICADA, EXCEPTO A DO RECEM NASCIDO",,"ICD9","ICTERICIA NAO ESPECIFICADA, EXCEPTO A DO RECEM NASCIDO","782",""
"7856","HIPERTROFIA DOS GANGLIOS LINFATICOS (ADENOMEGALIA)",,"ICD9","HIPERTROFIA DOS GANGLIOS LINFATICOS (ADENOMEGALIA)","785",""
"59971","HEMATURIA MACROSCOPICA",,"ICD9","HEMATURIA MACROSCOPICA","5997",""
"61181","PTOSE MAMARIA",,"ICD9","PTOSE MAMARIA","6118",""
"61183","CONTRACTURA CAPSULAR DE IMPLANTE MAMARIO",,"ICD9","CONTRACTURA CAPSULAR DE IMPLANTE MAMARIO","6118",""
"61189","PERTURBAÇÕES ESPECIFICADAS DA MAMA, NCOP",,"ICD9","PERTURBAÇÕES ESPECIFICADAS DA MAMA, NCOP","6118",""
"6120","DEFORMIDADE DE MAMA RECONSTRUIDA",,"ICD9","DEFORMIDADE DE MAMA RECONSTRUIDA","612",""
"649","CONDICOES OU STATUS DA MAE NCOP, COMPLICANDO A GRAVIDEZ, O PARTO OU O PUERPERIO",,"ICD9","CONDICOES OU STATUS DA MAE NCOP, COMPLICANDO A GRAVIDEZ, O PARTO OU O PUERPERIO","63",""
"V2511","ADMISSAO PARA INSERCAO DE DISPOSITIVO CONTRACEPTIVO INTRA-UTERINO",,"ICD9","ADMISSAO PARA INSERCAO DE DISPOSITIVO CONTRACEPTIVO INTRA-UTERINO","V251",""
"9045","TRAUMATISMO DOS VASOS TIBIAIS",,"ICD9","TRAUMATISMO DOS VASOS TIBIAIS","904",""
"905","EFEITOS TARDIOS DE LESOES TRAUMATICAS OSTEOMUSCULARES E DO TECIDO CONJUNTIVO",,"ICD9","EFEITOS TARDIOS DE LESOES TRAUMATICAS OSTEOMUSCULARES E DO TECIDO CONJUNTIVO","80",""
"9054","EFEITOS TARDIOS DE FRACTURA DAS EXTREMIDADES INFERIORES",,"ICD9","EFEITOS TARDIOS DE FRACTURA DAS EXTREMIDADES INFERIORES","905",""
"25200","HIPERPARATIREOIDISMO, NAO ESPECIFICADO",,"ICD9","HIPERPARATIREOIDISMO, NAO ESPECIFICADO","2520",""
"25510","ALDOSTERONISMO PRIMARIO",,"ICD9","ALDOSTERONISMO PRIMARIO","2551",""
"74900","FISSURA DA ABOBADA PALATINA SOE",,"ICD9","FISSURA DA ABOBADA PALATINA SOE","7490",""
"74902","FISSURA DA ABOBADA PALATINA UNILATERAL INCOMPLETA",,"ICD9","FISSURA DA ABOBADA PALATINA UNILATERAL INCOMPLETA","7490",""
"74904","FISSURA DA ABOBADA PALATINA BILATERAL INCOMPLETA",,"ICD9","FISSURA DA ABOBADA PALATINA BILATERAL INCOMPLETA","7490",""
"74911","FISSURA LABIAL UNILATERAL COMPLETA",,"ICD9","FISSURA LABIAL UNILATERAL COMPLETA","7491",""
"74913","FISSURA LABIAL BILATERAL COMPLETA",,"ICD9","FISSURA LABIAL BILATERAL COMPLETA","7491",""
"74920","FISSURA ABOBADA PALATINA COM LAPIO LEPORINO SOE",,"ICD9","FISSURA ABOBADA PALATINA COM LAPIO LEPORINO SOE","7492",""
"74922","FISSURA ABOBADA PALATINA COM LAPIO LEPORINO UNILATERAL INCOMPLETA",,"ICD9","FISSURA ABOBADA PALATINA COM LAPIO LEPORINO UNILATERAL INCOMPLETA","7492",""
"7538","MALFORMACOES CONGENITAS ESPECIFICADAS DA BEXIGA E URETRA, NCOP",,"ICD9","MALFORMACOES CONGENITAS ESPECIFICADAS DA BEXIGA E URETRA, NCOP","753",""
"75010","ANOMALIA CONGENITA DA LINGUA SOE",,"ICD9","ANOMALIA CONGENITA DA LINGUA SOE","7501",""
"75019","ANOMALIA CONGENITA DA LINGUA NCOP",,"ICD9","ANOMALIA CONGENITA DA LINGUA NCOP","7501",""
"75026","ANOMALIA NCOP DA BOCA",,"ICD9","ANOMALIA NCOP DA BOCA","7502",""
"75029","ANOMALIA NCOP DA FARINGE",,"ICD9","ANOMALIA NCOP DA FARINGE","7502",""
"7503","FISTULA TRAQUEO-ESOFAGICA, ATRESIA OU ESTENOSE DO ESOFAGO",,"ICD9","FISTULA TRAQUEO-ESOFAGICA, ATRESIA OU ESTENOSE DO ESOFAGO","750",""
"7512","ATRESIA OU ESTENOSE DO INTESTINO GROSSO, RECTO E CANAL ANAL",,"ICD9","ATRESIA OU ESTENOSE DO INTESTINO GROSSO, RECTO E CANAL ANAL","751",""
"7536","ATRESIA E ESTENOSE DA URETRA E DO COLO DA BEXIGA",,"ICD9","ATRESIA E ESTENOSE DA URETRA E DO COLO DA BEXIGA","753",""
"75502","POLIDACTILIA DE DEDOS DO PE",,"ICD9","POLIDACTILIA DE DEDOS DO PE","7550",""
"7519","ANOMALIA CONGENITA DO APARELHO DIGESTIVO, SOE",,"ICD9","ANOMALIA CONGENITA DO APARELHO DIGESTIVO, SOE","751",""
"75249","ANOMALIAS CONGENITAS COLO UTERINO, VAGINA, ORG.GENITAIS EXT.FEMIN., NCOP",,"ICD9","ANOMALIAS CONGENITAS COLO UTERINO, VAGINA, ORG.GENITAIS EXT.FEMIN., NCOP","7524",""
"7534","MALFORMACOES CONGENITAS ESPECIFICADAS DO URETER, NCOP",,"ICD9","MALFORMACOES CONGENITAS ESPECIFICADAS DO URETER, NCOP","753",""
"754","DEFORMIDADES OSTEOMUSCULARES CONGENITAS NCOP",,"ICD9","DEFORMIDADES OSTEOMUSCULARES CONGENITAS NCOP","74",""
"906","EFEITOS TARDIOS DE LESOES TRAUMATICAS DE PELE E TECIDOS SUBCUTANEOS",,"ICD9","EFEITOS TARDIOS DE LESOES TRAUMATICAS DE PELE E TECIDOS SUBCUTANEOS","80",""
"9061","EFEITOS TARDIOS DE FERIMENTO DAS EXTREMIDADES SEM MENCAO DE LESAO TRAUMATICA TEN",,"ICD9","EFEITOS TARDIOS DE FERIMENTO DAS EXTREMIDADES SEM MENCAO DE LESAO TRAUMATICA TEN","906",""
"9065","EFEITOS TARDIOS DE QUEIMADURA DO OLHO, DA FACE, DA CABECA E PESCOCO",,"ICD9","EFEITOS TARDIOS DE QUEIMADURA DO OLHO, DA FACE, DA CABECA E PESCOCO","906",""
"9073","EFEITO TARDIO LESAO RAIZ(ES) NERVOSA(S), PLEXOS OU OUTR.NERVOS TRONCO",,"ICD9","EFEITO TARDIO LESAO RAIZ(ES) NERVOSA(S), PLEXOS OU OUTR.NERVOS TRONCO","907",""
"9093","EFEITOS TARDIOS DE COMPLICACOES DE PROCEDIMENTOS MEDICOS OU CIRURGICOS",,"ICD9","EFEITOS TARDIOS DE COMPLICACOES DE PROCEDIMENTOS MEDICOS OU CIRURGICOS","909",""
"9110","ABRASAO OU QUEIMADURA POR FRICCAO DO TRONCO, SEM MENCAO DE INFECCAO",,"ICD9","ABRASAO OU QUEIMADURA POR FRICCAO DO TRONCO, SEM MENCAO DE INFECCAO","911",""
"27787","TRANSTORNOS DO METABOLISMO DAS MITOCONDRIAS",,"ICD9","TRANSTORNOS DO METABOLISMO DAS MITOCONDRIAS","2778",""
"72999","PERTURBAÇÕES DOS TECIDOS MOLES NCOP",,"ICD9","PERTURBAÇÕES DOS TECIDOS MOLES NCOP","7299",""
"78060","FEBRE, SOE",,"ICD9","FEBRE, SOE","7806",""
"17310","NEOPLASIA MALIGNA DA PALPEBRA, INCLUINDO COMISSURAS, SOE",,"ICD9","NEOPLASIA MALIGNA DA PALPEBRA, INCLUINDO COMISSURAS, SOE","1731",""
"17312","CARCINOMA DE CELULAS ESCAMOSAS DA PALPEBRA, INCLUINDO COMISSURAS",,"ICD9","CARCINOMA DE CELULAS ESCAMOSAS DA PALPEBRA, INCLUINDO COMISSURAS","1731",""
"17321","CARCINOMA DE CELULAS BASAIS DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO",,"ICD9","CARCINOMA DE CELULAS BASAIS DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO","1732",""
"17329","NEOPLASIA MALIGNA ESPECIFICADA, NCOP, DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO",,"ICD9","NEOPLASIA MALIGNA ESPECIFICADA, NCOP, DA PELE DA ORELHA E/OU DO CANAL AUDITIVO EXTERNO","1732",""
"17331","CARCINOMA DE CELULAS BASAIS DA PELE DE PARTES DA FACE, LOCAL NCOP E/OU SOE",,"ICD9","CARCINOMA DE CELULAS BASAIS DA PELE DE PARTES DA FACE, LOCAL NCOP E/OU SOE","1733",""
